initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
25 343 513 556 567 1 6 315.500000 362.000000
13 322 488 531 541 0 NULL NULL NULL
7 323 491 534 543 0 NULL NULL NULL
7 319 486 529 539 0 NULL NULL NULL
10 324 493 536 546 0 NULL NULL NULL
21 331 499 542 553 0 NULL NULL NULL
5 318 482 525 535 1 8 317.000000 362.500000
11 321 486 528 538 0 NULL NULL NULL
8 321 489 532 543 0 NULL NULL NULL
8 317 483 526 536 0 NULL NULL NULL
6 312 478 521 531 0 NULL NULL NULL
10 319 487 531 541 0 NULL NULL NULL
15 325 493 536 546 0 NULL NULL NULL
18 329 498 541 551 0 NULL NULL NULL
9 317 482 524 535 0 NULL NULL NULL
9 315 482 525 535 0 NULL NULL NULL
7 318 483 525 535 0 NULL NULL NULL
7 314 478 521 531 0 NULL NULL NULL
10 319 483 527 537 0 NULL NULL NULL
8 316 481 524 534 0 NULL NULL NULL
6 317 485 529 539 0 NULL NULL NULL
10 318 483 526 536 0 NULL NULL NULL
10 316 481 524 534 0 NULL NULL NULL
8 317 481 525 536 0 NULL NULL NULL
10 320 485 528 538 1 7 316.777771 362.777771
13 324 492 535 545 0 NULL NULL NULL
20 333 501 544 553 0 NULL NULL NULL
8 318 486 530 539 0 NULL NULL NULL
8 321 487 530 541 0 NULL NULL NULL
10 320 486 529 539 0 NULL NULL NULL
14 323 489 532 542 0 NULL NULL NULL
6 316 480 524 534 0 NULL NULL NULL
6 309 473 516 526 0 NULL NULL NULL
6 312 477 520 531 0 NULL NULL NULL
11 318 484 527 537 0 NULL NULL NULL
8 315 481 524 534 0 NULL NULL NULL
12 327 493 535 546 0 NULL NULL NULL
6 313 478 521 531 0 NULL NULL NULL
9 316 481 524 534 0 NULL NULL NULL
19 328 495 538 548 0 NULL NULL NULL
12 322 489 532 542 0 NULL NULL NULL
5 313 478 521 531 0 NULL NULL NULL
8 316 481 523 534 0 NULL NULL NULL
9 313 477 520 531 0 NULL NULL NULL
11 319 485 529 539 0 NULL NULL NULL
14 327 495 538 548 0 NULL NULL NULL
9 317 482 525 534 0 NULL NULL NULL
11 320 484 527 538 0 NULL NULL NULL
9 318 482 526 536 0 NULL NULL NULL
5 315 482 525 535 0 NULL NULL NULL
13 320 484 528 538 0 NULL NULL NULL
9 319 485 528 537 0 NULL NULL NULL
7 316 482 525 536 0 NULL NULL NULL
10 327 495 538 548 0 NULL NULL NULL
12 322 493 537 547 0 NULL NULL NULL
7 313 482 525 535 0 NULL NULL NULL
8 317 485 528 539 0 NULL NULL NULL
12 320 486 529 538 0 NULL NULL NULL
7 316 483 526 537 0 NULL NULL NULL
6 314 481 524 533 0 NULL NULL NULL
10 320 495 538 547 0 NULL NULL NULL
11 322 489 532 542 0 NULL NULL NULL
initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
5 316 481 523 533 0 NULL NULL NULL
43 353 518 561 569 0 NULL NULL NULL
14 320 484 527 536 0 NULL NULL NULL
10 319 482 525 535 0 NULL NULL NULL
10 321 489 532 540 0 NULL NULL NULL
6 314 482 526 534 0 NULL NULL NULL
13 322 490 533 541 0 NULL NULL NULL
14 322 488 531 540 0 NULL NULL NULL
7 315 485 550 558 0 NULL NULL NULL
11 320 483 525 534 0 NULL NULL NULL
9 313 475 517 526 0 NULL NULL NULL
11 322 486 531 542 0 NULL NULL NULL
6 317 483 527 536 0 NULL NULL NULL
12 320 487 531 540 0 NULL NULL NULL
7 317 482 525 535 0 NULL NULL NULL
6 317 485 529 537 0 NULL NULL NULL
11 319 485 529 537 0 NULL NULL NULL
19 325 492 535 543 0 NULL NULL NULL
16 324 489 533 542 0 NULL NULL NULL
8 316 482 524 533 0 NULL NULL NULL
8 313 475 517 526 0 NULL NULL NULL
8 323 493 536 544 0 NULL NULL NULL
5 311 477 521 529 0 NULL NULL NULL
15 325 490 533 542 0 NULL NULL NULL
11 320 484 527 536 0 NULL NULL NULL
8 314 480 523 531 0 NULL NULL NULL
14 320 485 528 537 0 NULL NULL NULL
10 317 482 528 537 0 NULL NULL NULL
8 317 484 527 535 0 NULL NULL NULL
6 313 480 523 532 0 NULL NULL NULL
11 323 488 532 540 0 NULL NULL NULL
13 324 496 539 550 0 NULL NULL NULL
12 325 490 532 542 0 NULL NULL NULL
7 315 485 533 544 0 NULL NULL NULL
8 322 492 538 549 0 NULL NULL NULL
14 330 501 549 559 0 NULL NULL NULL
7 319 482 525 533 0 NULL NULL NULL
6 322 490 533 541 0 NULL NULL NULL
6 313 479 523 532 0 NULL NULL NULL
12 322 487 530 539 0 NULL NULL NULL
5 314 481 524 533 0 NULL NULL NULL
7 312 475 517 526 0 NULL NULL NULL
7 316 484 527 536 0 NULL NULL NULL
13 322 489 531 540 0 NULL NULL NULL
6 316 482 526 535 0 NULL NULL NULL
18 324 489 532 540 0 NULL NULL NULL
9 316 479 521 530 0 NULL NULL NULL
15 326 494 537 545 0 NULL NULL NULL
8 320 485 528 537 0 NULL NULL NULL
20 323 488 531 541 0 NULL NULL NULL
10 318 489 532 541 0 NULL NULL NULL
20 327 491 533 543 0 NULL NULL NULL
11 319 484 526 537 0 NULL NULL NULL
6 314 483 527 538 0 NULL NULL NULL
29 338 505 548 559 0 NULL NULL NULL
12 326 496 539 550 0 NULL NULL NULL
5 313 478 521 529 0 NULL NULL NULL
11 323 488 531 540 0 NULL NULL NULL
13 322 486 529 538 0 NULL NULL NULL
11 323 490 534 542 0 NULL NULL NULL
8 317 486 532 542 0 NULL NULL NULL
10 317 481 523 532 0 NULL NULL NULL
13 321 490 534 542 0 NULL NULL NULL
6 317 486 529 539 0 NULL NULL NULL
9 319 485 529 539 0 NULL NULL NULL
19 330 499 543 552 0 NULL NULL NULL
8 316 482 525 535 0 NULL NULL NULL
15 333 500 542 553 0 NULL NULL NULL
11 320 486 529 540 0 NULL NULL NULL
9 316 483 526 536 0 NULL NULL NULL
5 311 475 517 526 0 NULL NULL NULL
14 326 493 536 546 0 NULL NULL NULL
9 317 483 527 535 0 NULL NULL NULL
8 325 489 532 543 0 NULL NULL NULL
9 315 480 523 534 0 NULL NULL NULL
8 317 484 527 538 0 NULL NULL NULL
13 323 490 534 545 0 NULL NULL NULL
10 317 481 523 534 0 NULL NULL NULL
19 329 495 538 549 0 NULL NULL NULL
6 317 481 524 535 0 NULL NULL NULL
5 313 480 523 534 0 NULL NULL NULL
14 324 489 532 542 0 NULL NULL NULL
14 322 488 531 541 0 NULL NULL NULL
11 330 498 540 549 0 NULL NULL NULL
9 316 482 526 536 0 NULL NULL NULL
8 315 478 522 532 0 NULL NULL NULL
11 315 480 523 533 0 NULL NULL NULL
13 321 487 530 539 0 NULL NULL NULL
6 316 481 524 535 0 NULL NULL NULL
8 317 483 526 537 0 NULL NULL NULL
5 314 479 521 532 0 NULL NULL NULL
8 316 481 525 534 0 NULL NULL NULL
6 316 479 522 533 0 NULL NULL NULL
18 324 490 533 543 0 NULL NULL NULL
8 319 486 529 537 0 NULL NULL NULL
16 326 490 533 543 0 NULL NULL NULL
6 313 478 521 531 0 NULL NULL NULL
17 326 493 536 547 0 NULL NULL NULL
6 314 479 522 530 0 NULL NULL NULL
8 317 483 525 536 0 NULL NULL NULL
19 326 495 541 549 0 NULL NULL NULL
9 317 482 526 537 0 NULL NULL NULL
8 317 482 525 535 0 NULL NULL NULL
16 323 488 531 542 0 NULL NULL NULL
7 313 478 521 532 0 NULL NULL NULL
10 318 484 527 537 0 NULL NULL NULL
6 314 483 526 535 0 NULL NULL NULL
11 323 490 532 543 0 NULL NULL NULL
7 316 482 525 536 0 NULL NULL NULL
14 322 489 532 541 0 NULL NULL NULL
7 315 479 522 532 0 NULL NULL NULL
10 316 481 524 534 0 NULL NULL NULL
9 313 479 521 531 0 NULL NULL NULL
13 325 491 534 544 0 NULL NULL NULL
18 326 491 533 544 0 NULL NULL NULL
11 317 482 525 535 0 NULL NULL NULL
9 318 485 528 538 0 NULL NULL NULL
7 313 478 520 530 0 NULL NULL NULL
10 316 481 523 533 0 NULL NULL NULL
22 333 498 541 551 0 NULL NULL NULL
12 319 483 526 536 0 NULL NULL NULL
11 323 492 535 545 0 NULL NULL NULL
9 318 482 525 535 0 NULL NULL NULL
6 314 480 523 533 0 NULL NULL NULL
19 325 490 533 541 0 NULL NULL NULL
20 331 496 538 548 0 NULL NULL NULL
13 321 487 530 540 0 NULL NULL NULL
9 318 483 527 537 0 NULL NULL NULL
6 315 480 523 533 0 NULL NULL NULL
8 315 479 521 531 0 NULL NULL NULL
10 317 483 527 537 0 NULL NULL NULL
12 322 487 530 540 0 NULL NULL NULL
11 317 482 525 535 0 NULL NULL NULL
9 314 479 522 532 0 NULL NULL NULL
14 320 485 528 538 0 NULL NULL NULL
8 315 480 523 532 0 NULL NULL NULL
19 333 497 540 550 0 NULL NULL NULL
9 315 481 524 534 0 NULL NULL NULL
10 318 482 525 535 0 NULL NULL NULL
9 315 482 524 534 0 NULL NULL NULL
11 317 482 525 535 0 NULL NULL NULL
8 316 479 522 533 0 NULL NULL NULL
12 319 484 527 535 0 NULL NULL NULL
13 322 486 529 539 0 NULL NULL NULL
7 313 477 520 530 0 NULL NULL NULL
9 314 480 523 533 0 NULL NULL NULL
11 318 483 526 536 0 NULL NULL NULL
9 315 481 525 535 0 NULL NULL NULL
10 319 484 527 537 0 NULL NULL NULL
6 313 480 522 531 0 NULL NULL NULL
10 319 484 527 537 0 NULL NULL NULL
5 311 475 518 528 0 NULL NULL NULL
14 322 486 529 539 0 NULL NULL NULL
7 316 485 528 539 0 NULL NULL NULL
12 320 486 528 538 0 NULL NULL NULL
13 323 487 530 540 0 NULL NULL NULL
12 319 483 526 536 0 NULL NULL NULL
9 317 484 526 537 0 NULL NULL NULL
9 319 484 527 537 0 NULL NULL NULL
14 317 483 526 536 0 NULL NULL NULL
10 319 485 528 538 0 NULL NULL NULL
7 313 479 522 530 0 NULL NULL NULL
12 320 488 531 541 0 NULL NULL NULL
6 317 481 524 533 0 NULL NULL NULL
initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
2 311 475 520 529 0 NULL NULL NULL
29 344 510 553 563 0 NULL NULL NULL
12 323 488 531 541 0 NULL NULL NULL
16 327 491 533 544 0 NULL NULL NULL
11 322 488 531 541 0 NULL NULL NULL
10 317 482 525 535 0 NULL NULL NULL
14 323 487 531 541 1 10 190.000000 357.500000
10 316 483 528 537 1 9 293.606049 358.939392
14 329 499 543 553 1 8 293.500000 358.500000
10 322 488 532 542 1 8 316.666656 362.666656
18 332 500 544 554 0 NULL NULL NULL
14 329 496 540 549 1 14 21.076923 450.730774
13 327 495 538 549 1 12 205.316666 355.549988
16 328 492 535 546 1 11 205.245621 355.491241
17 331 501 548 559 0 NULL NULL NULL
11 324 492 535 546 0 NULL NULL NULL
17 330 496 539 548 0 NULL NULL NULL
15 325 490 533 544 1 18 56.083332 469.023804
10 320 486 529 538 1 17 56.061729 469.012360
19 328 493 536 546 1 15 314.623199 373.797089
11 320 485 528 539 1 16 314.700012 374.033325
16 327 493 536 547 0 NULL NULL NULL
15 326 491 535 546 0 NULL NULL NULL
11 318 484 526 537 0 NULL NULL NULL
20 329 494 537 548 0 NULL NULL NULL
12 328 499 543 551 0 NULL NULL NULL
16 324 491 534 543 0 NULL NULL NULL
14 328 495 539 549 0 NULL NULL NULL
11 329 500 543 553 1 4 523.500000 381.500000
16 334 503 552 560 1 8 2.500000 286.500000
16 331 498 542 553 0 NULL NULL NULL
12 322 488 531 542 1 9 320.888885 371.555542
17 326 489 532 541 1 8 334.500000 351.133331
15 325 492 536 547 1 8 334.500000 351.133331
10 320 485 528 538 1 5 342.222229 348.555542
15 325 490 533 544 0 NULL NULL NULL
12 321 490 534 545 0 NULL NULL NULL
16 321 484 527 537 0 NULL NULL NULL
14 327 498 542 551 0 NULL NULL NULL
12 327 496 539 548 0 NULL NULL NULL
15 327 495 538 549 0 NULL NULL NULL
12 322 487 531 540 0 NULL NULL NULL
17 334 503 548 558 0 NULL NULL NULL
16 338 509 554 562 0 NULL NULL NULL
15 337 508 552 561 0 NULL NULL NULL
initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
2 317 488 533 544 0 NULL NULL NULL
37 355 526 573 584 0 NULL NULL NULL
14 332 500 544 580 0 NULL NULL NULL
13 345 525 574 584 0 NULL NULL NULL
12 355 525 594 604 0 NULL NULL NULL
16 333 501 557 567 0 NULL NULL NULL
13 329 495 538 548 1 10 238.266663 355.399994
9 318 484 527 535 1 6 313.000000 362.333344
13 322 487 530 541 1 9 317.266663 363.466675
10 319 483 526 536 1 7 316.777771 363.444458
15 321 486 529 538 1 9 317.190491 363.714294
13 320 486 529 538 1 17 120.962959 407.962952
17 331 514 558 567 1 12 224.500000 339.500000
14 328 538 582 591 1 14 251.375000 336.583344
15 331 510 556 565 1 16 250.166672 336.466675
11 330 499 553 561 1 16 250.035721 336.535706
10 325 501 550 559 1 12 250.121216 336.636353
17 356 547 595 606 1 21 203.679016 400.234558
11 343 533 587 598 1 12 250.133331 336.750000
10 323 507 551 559 1 12 250.062500 336.687500
9 350 533 577 617 1 12 250.000000 336.500000
11 326 514 558 566 1 10 250.000000 336.547607
9 324 518 568 577 1 15 250.185181 336.740753
16 332 500 563 575 1 8 325.000000 371.222229
15 331 506 550 560 1 7 324.333344 371.666656
13 325 516 587 596 0 NULL NULL NULL
15 326 494 538 548 1 3 522.666687 381.666656
11 346 540 585 595 1 4 523.500000 381.500000
10 348 535 583 592 1 3 523.333313 381.333344
10 322 494 540 550 1 3 523.333313 381.333344
17 330 498 550 558 1 5 2.777778 287.111115
17 353 521 565 574 1 6 342.000000 349.250000
15 352 519 562 572 1 5 320.666656 371.333344
11 319 486 529 537 1 4 343.000000 348.500000
16 323 489 532 543 1 4 343.000000 348.500000
14 322 487 530 539 1 4 343.000000 348.500000
11 320 488 531 542 0 NULL NULL NULL
16 326 491 535 545 0 NULL NULL NULL
initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
2 316 486 558 570 0 NULL NULL NULL
44 361 531 575 584 0 NULL NULL NULL
16 334 526 570 580 0 NULL NULL NULL
13 330 499 545 553 0 NULL NULL NULL
11 327 495 538 547 0 NULL NULL NULL
17 337 506 549 557 0 NULL NULL NULL
16 332 502 546 554 1 8 227.500000 354.000000
11 324 490 533 542 1 6 305.000000 359.000000
15 332 500 543 552 1 7 317.190491 363.714294
13 327 495 539 550 0 NULL NULL NULL
11 329 498 542 552 0 NULL NULL NULL
16 331 501 544 555 1 18 91.800003 424.700012
15 330 496 538 547 1 18 219.149994 340.450012
10 324 490 534 543 1 14 251.375000 336.583344
16 329 494 536 547 1 9 248.190475 336.523804
14 325 492 535 544 0 NULL NULL NULL
9 322 489 533 544 0 NULL NULL NULL
15 331 500 544 554 1 5 113.133331 453.866669
14 331 497 540 551 1 11 281.358978 381.794861
9 321 486 530 539 1 10 323.888885 371.388885
14 324 490 533 543 0 NULL NULL NULL
13 325 489 532 542 0 NULL NULL NULL
16 330 499 544 553 0 NULL NULL NULL
16 332 501 545 555 0 NULL NULL NULL
10 329 497 540 551 0 NULL NULL NULL
16 326 492 536 546 0 NULL NULL NULL
14 327 492 535 543 0 NULL NULL NULL
10 323 493 536 546 1 3 524.333313 380.666656
14 330 498 542 553 0 NULL NULL NULL
14 328 496 542 553 1 7 320.888885 371.555542
15 331 501 545 554 1 7 340.190491 348.952393
14 327 495 539 550 0 NULL NULL NULL
11 329 497 542 550 0 NULL NULL NULL
20 333 503 547 555 0 NULL NULL NULL
16 332 502 546 555 0 NULL NULL NULL
15 330 499 544 554 0 NULL NULL NULL
17 333 503 548 557 0 NULL NULL NULL
15 333 503 547 558 0 NULL NULL NULL
19 336 506 549 559 1 3 499.333344 355.333344
18 337 505 549 557 0 NULL NULL NULL
11 325 494 539 549 0 NULL NULL NULL
15 328 494 538 549 0 NULL NULL NULL
11 323 489 533 543 0 NULL NULL NULL
17 330 500 544 555 0 NULL NULL NULL
15 328 495 539 548 0 NULL NULL NULL
14 327 496 541 550 0 NULL NULL NULL
18 332 501 545 556 0 NULL NULL NULL
14 330 498 542 553 1 13 162.095245 427.095245
12 325 492 535 544 1 11 232.490189 414.627441
18 331 499 544 554 1 9 257.393951 414.060608
17 332 501 546 556 0 NULL NULL NULL
26 340 508 551 561 0 NULL NULL NULL
20 335 502 546 555 0 NULL NULL NULL
19 337 505 548 558 1 14 249.654755 336.500000
14 328 497 542 551 0 NULL NULL NULL
9 324 492 536 546 0 NULL NULL NULL
14 329 498 542 552 0 NULL NULL NULL
12 328 497 540 548 0 NULL NULL NULL
9 322 489 533 543 0 NULL NULL NULL
15 331 500 544 555 1 8 227.500000 354.000000
11 324 492 536 547 1 6 305.000000 359.000000
8 322 490 534 544 1 12 317.055542 363.222229
13 330 498 542 553 0 NULL NULL NULL
10 325 495 538 549 0 NULL NULL NULL
16 332 500 544 554 1 18 91.800003 424.700012
13 328 497 540 551 1 18 219.149994 340.450012
11 325 490 533 544 1 14 251.375000 336.583344
17 329 495 538 547 1 9 248.190475 336.523804
13 330 499 543 554 0 NULL NULL NULL
9 325 494 538 547 0 NULL NULL NULL
14 331 499 545 554 1 5 113.133331 453.866669
initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
2 321 366 378 0 NULL NULL NULL
35 365 412 421 0 NULL NULL NULL
16 337 382 393 0 NULL NULL NULL
12 334 380 390 0 NULL NULL NULL
14 338 383 393 0 NULL NULL NULL
18 341 386 397 0 NULL NULL NULL
12 335 379 390 0 NULL NULL NULL
16 337 381 394 0 NULL NULL NULL
10 331 377 388 1 10 190.000000 357.500000
12 335 380 391 1 12 260.777771 355.370361
14 340 386 397 1 12 260.777771 355.370361
11 331 376 385 1 15 316.030304 363.181824
12 334 378 387 0 NULL NULL NULL
15 341 386 395 0 NULL NULL NULL
11 348 393 402 0 NULL NULL NULL
15 342 388 397 1 13 21.111111 450.634918
11 343 389 398 1 13 194.950623 357.864197
12 339 385 394 1 12 230.357147 338.738098
16 341 386 396 1 13 230.430115 338.709686
10 334 379 388 1 5 253.666672 337.666656
13 336 382 391 0 NULL NULL NULL
17 342 387 397 0 NULL NULL NULL
12 335 381 390 0 NULL NULL NULL
14 338 384 393 0 NULL NULL NULL
17 339 384 394 1 13 202.179489 401.410248
11 335 380 389 1 11 281.424255 381.666656
13 336 381 390 1 14 314.530304 373.757568
8 334 379 388 1 15 314.623199 373.797089
12 335 380 389 0 NULL NULL NULL
16 340 388 397 0 NULL NULL NULL
9 333 378 386 0 NULL NULL NULL
11 336 382 393 0 NULL NULL NULL
15 339 387 396 1 10 69.333336 475.500000
9 332 377 386 1 9 69.047623 475.333344
10 334 380 388 0 NULL NULL NULL
15 338 383 392 0 NULL NULL NULL
10 335 380 389 0 NULL NULL NULL
13 335 379 389 0 NULL NULL NULL
14 338 383 391 1 3 523.333313 381.333344
9 329 374 385 0 NULL NULL NULL
11 336 381 390 1 8 2.500000 287.000000
15 341 386 395 0 NULL NULL NULL
10 333 377 386 0 NULL NULL NULL
14 336 381 390 0 NULL NULL NULL
16 339 384 394 1 9 334.333344 351.151520
9 333 379 391 1 8 334.500000 351.133331
13 334 379 390 1 6 342.000000 349.000000
14 337 382 393 0 NULL NULL NULL
8 330 377 388 0 NULL NULL NULL
14 338 383 392 0 NULL NULL NULL
18 339 383 395 0 NULL NULL NULL
13 337 383 392 0 NULL NULL NULL
11 333 380 392 0 NULL NULL NULL
15 339 384 396 0 NULL NULL NULL
11 334 380 388 1 5 450.222229 362.444458
12 337 382 393 1 5 450.222229 362.444458
15 340 385 396 1 3 501.666656 356.666656
12 334 378 389 1 10 500.000000 356.000000
13 336 381 393 0 NULL NULL NULL
14 335 380 391 0 NULL NULL NULL
10 334 378 389 0 NULL NULL NULL
13 343 388 399 0 NULL NULL NULL
17 341 389 400 0 NULL NULL NULL
14 335 380 391 0 NULL NULL NULL
18 340 385 393 0 NULL NULL NULL
11 334 380 388 0 NULL NULL NULL
11 335 380 391 0 NULL NULL NULL
14 337 383 392 1 8 23.500000 409.000000
11 334 380 389 1 7 198.533340 419.266663
11 333 378 389 1 9 225.153839 414.333344
16 340 384 393 1 9 225.153839 414.333344
14 340 386 396 1 7 259.095245 414.904755
15 339 384 393 1 5 1.333333 283.666656
31 355 401 411 0 NULL NULL NULL
12 339 385 395 0 NULL NULL NULL
17 341 386 396 0 NULL NULL NULL
12 360 405 415 1 13 250.229889 336.425293
17 341 386 395 0 NULL NULL NULL
17 339 384 393 0 NULL NULL NULL
11 334 380 388 0 NULL NULL NULL
13 338 384 395 0 NULL NULL NULL
8 330 375 386 0 NULL NULL NULL
11 334 379 388 0 NULL NULL NULL
15 339 384 395 0 NULL NULL NULL
8 331 376 387 1 10 190.000000 357.500000
11 333 378 387 1 12 260.777771 355.370361
16 338 383 394 1 12 260.777771 355.370361
10 330 376 387 1 15 316.030304 363.181824
13 333 377 386 0 NULL NULL NULL
15 338 384 393 0 NULL NULL NULL
9 332 377 389 0 NULL NULL NULL
13 336 381 390 1 13 21.111111 450.634918
16 338 382 391 1 13 194.866669 357.733337
10 335 380 390 1 12 230.357147 338.738098
13 337 382 391 1 12 230.500000 338.755554
17 339 383 394 0 NULL NULL NULL
10 335 381 392 0 NULL NULL NULL
14 338 383 392 0 NULL NULL NULL
8 330 375 386 0 NULL NULL NULL
10 332 377 389 0 NULL NULL NULL
14 338 384 393 1 15 172.487183 421.948730
17 340 385 395 1 15 173.666672 421.266663
11 332 378 389 1 15 314.623199 373.797089
14 333 379 391 1 15 314.623199 373.797089
8 333 378 387 0 NULL NULL NULL
11 334 379 388 0 NULL NULL NULL
14 337 382 391 0 NULL NULL NULL
8 329 374 383 0 NULL NULL NULL
11 335 379 390 1 12 47.000000 468.899994
14 336 381 391 1 12 46.666668 468.694458
8 329 373 384 0 NULL NULL NULL
9 331 376 386 0 NULL NULL NULL
14 338 388 396 0 NULL NULL NULL
27 348 392 401 0 NULL NULL NULL
12 334 378 389 1 3 523.333313 381.333344
14 337 382 393 1 11 1.866667 288.133331
11 331 376 387 1 12 2.214286 286.857147
11 333 378 387 0 NULL NULL NULL
14 337 382 392 0 NULL NULL NULL
8 346 391 401 0 NULL NULL NULL
11 339 384 393 1 7 317.190491 363.714294
14 336 381 390 1 8 332.000000 351.555542
10 335 380 391 0 NULL NULL NULL
12 335 379 390 0 NULL NULL NULL
16 341 386 396 0 NULL NULL NULL
10 332 376 388 0 NULL NULL NULL
12 336 381 390 0 NULL NULL NULL
16 339 384 395 0 NULL NULL NULL
11 333 377 388 0 NULL NULL NULL
13 335 380 389 0 NULL NULL NULL
16 338 383 394 0 NULL NULL NULL
10 334 379 388 0 NULL NULL NULL
14 337 383 391 1 4 501.500000 355.500000
16 340 384 392 0 NULL NULL NULL
10 333 378 389 0 NULL NULL NULL
13 335 379 390 0 NULL NULL NULL
17 343 388 399 0 NULL NULL NULL
11 333 378 388 0 NULL NULL NULL
14 339 384 395 0 NULL NULL NULL
8 330 375 385 0 NULL NULL NULL
11 333 377 386 0 NULL NULL NULL
13 363 408 419 0 NULL NULL NULL
11 335 380 391 0 NULL NULL NULL
13 336 380 391 0 NULL NULL NULL
15 339 386 396 1 13 110.242424 433.515137
13 339 384 392 1 8 211.666672 423.416656
21 348 394 402 1 8 211.666672 423.416656
13 332 376 387 1 9 257.393951 414.060608
5 323 370 381 0 NULL NULL NULL
39 361 406 417 1 11 1.925926 286.629639
12 338 383 394 1 3 2.333333 294.666656
initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
5 319 363 374 0 NULL NULL NULL
33 345 389 399 0 NULL NULL NULL
17 332 376 390 0 NULL NULL NULL
7 324 368 378 0 NULL NULL NULL
13 328 372 382 0 NULL NULL NULL
8 327 371 382 0 NULL NULL NULL
5 323 367 377 0 NULL NULL NULL
10 324 368 379 0 NULL NULL NULL
5 323 367 378 0 NULL NULL NULL
7 321 381 392 0 NULL NULL NULL
5 318 363 373 0 NULL NULL NULL
5 319 363 372 0 NULL NULL NULL
6 322 366 377 0 NULL NULL NULL
12 326 371 380 0 NULL NULL NULL
6 324 368 379 0 NULL NULL NULL
7 322 366 376 0 NULL NULL NULL
5 320 365 375 0 NULL NULL NULL
8 326 371 381 0 NULL NULL NULL
7 321 365 375 0 NULL NULL NULL
6 321 365 375 0 NULL NULL NULL
5 321 366 376 0 NULL NULL NULL
5 320 365 376 0 NULL NULL NULL
7 322 367 376 0 NULL NULL NULL
4 323 367 379 0 NULL NULL NULL
6 321 366 376 0 NULL NULL NULL
5 319 363 374 0 NULL NULL NULL
5 320 365 375 0 NULL NULL NULL
8 322 367 376 0 NULL NULL NULL
7 322 366 375 0 NULL NULL NULL
8 326 370 379 0 NULL NULL NULL
11 323 368 378 0 NULL NULL NULL
5 319 363 373 0 NULL NULL NULL
5 323 367 377 0 NULL NULL NULL
5 319 363 375 0 NULL NULL NULL
9 322 367 377 0 NULL NULL NULL
4 321 365 376 0 NULL NULL NULL
11 327 373 383 0 NULL NULL NULL
10 323 368 378 0 NULL NULL NULL
5 323 367 377 0 NULL NULL NULL
10 327 371 381 0 NULL NULL NULL
5 319 364 374 0 NULL NULL NULL
9 328 373 382 0 NULL NULL NULL
9 328 374 384 0 NULL NULL NULL
7 323 368 379 0 NULL NULL NULL
5 324 369 380 0 NULL NULL NULL
5 319 364 373 0 NULL NULL NULL
5 319 364 375 0 NULL NULL NULL
7 324 369 380 0 NULL NULL NULL
12 325 370 379 0 NULL NULL NULL
6 317 362 373 0 NULL NULL NULL
7 324 370 379 0 NULL NULL NULL
9 326 371 382 0 NULL NULL NULL
9 322 366 375 0 NULL NULL NULL
9 329 373 382 0 NULL NULL NULL
5 321 366 377 0 NULL NULL NULL
11 326 370 381 0 NULL NULL NULL
9 326 371 381 0 NULL NULL NULL
11 328 372 382 0 NULL NULL NULL
5 321 365 375 0 NULL NULL NULL
8 324 371 380 0 NULL NULL NULL
4 317 361 370 0 NULL NULL NULL
6 319 363 373 0 NULL NULL NULL
6 320 364 373 0 NULL NULL NULL
7 323 367 376 0 NULL NULL NULL
10 324 369 380 0 NULL NULL NULL
7 326 371 382 0 NULL NULL NULL
11 327 372 381 0 NULL NULL NULL
5 322 367 379 0 NULL NULL NULL
6 320 365 376 0 NULL NULL NULL
4 318 363 374 0 NULL NULL NULL
11 326 372 380 0 NULL NULL NULL
6 320 364 375 0 NULL NULL NULL
6 320 364 374 0 NULL NULL NULL
4 318 363 374 0 NULL NULL NULL
9 328 374 385 0 NULL NULL NULL
25 339 384 394 0 NULL NULL NULL
5 318 363 373 0 NULL NULL NULL
7 327 373 382 0 NULL NULL NULL
13 327 372 381 0 NULL NULL NULL
4 318 363 372 0 NULL NULL NULL
6 336 382 393 0 NULL NULL NULL
4 318 362 373 0 NULL NULL NULL
5 319 363 374 0 NULL NULL NULL
4 319 363 373 0 NULL NULL NULL
5 321 365 376 0 NULL NULL NULL
10 332 377 386 0 NULL NULL NULL
7 322 367 377 0 NULL NULL NULL
11 326 371 382 0 NULL NULL NULL
4 319 364 375 0 NULL NULL NULL
12 331 375 386 0 NULL NULL NULL
6 321 365 376 0 NULL NULL NULL
7 327 371 382 0 NULL NULL NULL
7 322 367 377 0 NULL NULL NULL
4 317 362 373 0 NULL NULL NULL
11 325 370 381 0 NULL NULL NULL
4 318 363 374 0 NULL NULL NULL
12 326 371 381 0 NULL NULL NULL
5 321 365 374 0 NULL NULL NULL
9 325 370 381 0 NULL NULL NULL
